;location;model;prediction_window;mae;rmse
0;CZ;rf/arima;1_week;0,06296573181262867;96,43368626172654
1;CZ;rf/arima;2_week;0,10468177170524989;138,21389887886306
2;CZ;rf/arima;3_week;0,13441673881027155;173,45754304474573
3;CZ;rf/arima;4_week;0,1540925498214049;197,72868891709
4;SI;rf/arima;1_week;0,15117858696917505;260,9033151026697
5;SI;rf/arima;2_week;0,1974596536298707;380,00017947429797
6;SI;rf/arima;3_week;0,22734081966824743;396,3161146125838
7;SI;rf/arima;4_week;0,19344582707153565;359,8289738558953
8;LU;rf/arima;1_week;0,2524550311710121;5601,986205607024
9;LU;rf/arima;2_week;0,24198063982629606;5590,025675291905
10;LU;rf/arima;3_week;0,2873626231853214;6050,085307058168
11;LU;rf/arima;4_week;0,26101226459455423;5249,366440909802
12;EE;rf/arima;1_week;0,15664319463723592;54,27502352468655
13;EE;rf/arima;2_week;0,20709787630828383;72,5721755266328
14;EE;rf/arima;3_week;0,2657446497335568;92,84489065744528
15;EE;rf/arima;4_week;0,38506612874878815;129,06893695178056
16;BG;rf/arima;1_week;0,10285668963030628;123,65384596102831
17;BG;rf/arima;2_week;0,1580199801680494;179,88261859730036
18;BG;rf/arima;3_week;0,18123541927218564;204,48901942547164
19;BG;rf/arima;4_week;0,19857418732670418;226,7238238567684
20;RO;rf/arima;1_week;0,1367999234182906;114,06853579513923
21;RO;rf/arima;2_week;0,17026724674092175;148,73942075559376
22;RO;rf/arima;3_week;0,17813256827400295;156,47639046877964
23;RO;rf/arima;4_week;0,1577003801423906;149,41823045066775
24;LV;rf/arima;1_week;0,08520148492117015;143,7542703694477
25;LV;rf/arima;2_week;0,14991005773549615;230,33220063777503
26;LV;rf/arima;3_week;0,18765316904244678;288,0139597421831
27;LV;rf/arima;4_week;0,19118788806556558;321,8859029633107
28;BE;rf/arima;1_week;0,12574233372423008;149,1829720051526
29;BE;rf/arima;2_week;0,15038046610561517;183,37492063352667
30;BE;rf/arima;3_week;0,1996343972926926;197,18573845567298
31;BE;rf/arima;4_week;0,2304175054172927;231,06661910636606
32;LT;rf/arima;1_week;0,09378821238727263;113,05647718712599
33;LT;rf/arima;2_week;0,13728609082378995;173,33510879795548
34;LT;rf/arima;3_week;0,1592995341317791;188,49043828558047
35;LT;rf/arima;4_week;0,15716550241953456;173,4800493324097
36;DE;rf/arima;1_week;0,10441662515534929;171,97928825518062
37;DE;rf/arima;2_week;0,1332081971362591;227,26191642894358
38;DE;rf/arima;3_week;0,17109738592546028;294,39088113269304
39;DE;rf/arima;4_week;0,21754765300632323;359,37190987805053
40;FR;rf/arima;1_week;0,12075372357964502;36,21000258631021
41;FR;rf/arima;2_week;0,2590548979372612;65,98016763699307
42;FR;rf/arima;3_week;0,33935507143032567;81,77840506112953
43;FR;rf/arima;4_week;0,3506811288316774;92,92137271092767
44;ES;rf/arima;1_week;0,08684499506710958;69,41639720001406
45;ES;rf/arima;2_week;0,16973914626207964;123,27720382116897
46;ES;rf/arima;3_week;0,2671163114072219;185,3214400338563
47;ES;rf/arima;4_week;0,33214698008939164;239,7776962123303
48;HU;rf/arima;1_week;0,1513847222245224;374,9807206223378
49;HU;rf/arima;2_week;0,2955317652315725;725,783712712753
50;HU;rf/arima;3_week;0,3546602551631611;935,8555065813711
51;HU;rf/arima;4_week;0,443290866444727;1036,1366468439626
